Année;Catégorie;Nom;Lauréat;Sexe;Pour
1990;Meilleur Court Métrage Documentaire;CHANSON POUR UN MARIN;Oui;M;réalisé par Bernard Aubouy
1989;Meilleur Court Métrage Documentaire;CHET'S ROMANCE;Oui;M;réalisé par Bertrand Fevre
2010;Meilleure Actrice dans un Second Rôle;Audrey Dana;Non;F;WELCOME
1991;Meilleur Court Métrage Documentaire;TAI TI CHAN;Non;M;réalisé par Chi Yan Wong
1983;Meilleur Court Métrage Documentaire;JUNKOPIA;Oui;M;réalisé par Chris Marker
2010;Meilleure Actrice;Audrey Tautou;Non;F;COCO AVANT CHANEL
2005;Meilleure Actrice;Audrey Tautou;Non;F;UN LONG DIMANCHE DE FIANÇAILLES
2002;Meilleure Actrice;Audrey Tautou;Non;F;LE FABULEUX DESTIN D'AMÉLIE POULAIN
1986;Meilleur Court Métrage Documentaire;C'ÉTAIT LA DERNIÈRE ANNÉE DE MA VIE;Non;M;réalisé par Claude Weisz
2010;Meilleure Actrice dans un Second Rôle;Aure Atika;Non;F;MADEMOISELLE CHAMBON
1977;Meilleur Court Métrage Documentaire;HONGRIE VERS QUEL SOCIALISME?;Non;M;réalisé par Claude Weisz
1990;Meilleur Court Métrage Documentaire;LE FAUCON DE NOTRE-DAME;Non;F;réalisé par Claude-Christine Farny
1989;Meilleur Court Métrage Documentaire;DEVANT LE MUR;Non;F;réalisé par Daisy Lamothe
1981;Meilleur Court Métrage Documentaire;LE MIROIR DE LA TERRE;Oui;M;réalisé par Daniel Absil, Paul de Roubaix
1977;Meilleur Court Métrage Documentaire;L'ATELIER DE LOUIS;Non;M;réalisé par Didier Pourcel
1988;Meilleur Court Métrage Documentaire;L'ÉTÉ PERDU;Oui;M;réalisé par Dominique Theron
1980;Meilleur Court Métrage Documentaire;PETIT PIERRE;Oui;M;réalisé par Emmanuel Clot
1991;Meilleur Court Métrage Documentaire;LA VALISE;Oui;M;réalisé par François Amado
1985;Meilleur Court Métrage Documentaire;LA NUIT DU HIBOU;Oui;M;réalisé par François Dupeyron
1978;Meilleur Court Métrage Documentaire;NAISSANCE;Non;M;réalisé par Frédéric le Boyer
1978;Meilleur Court Métrage Documentaire;LE MARÉCHAL-FERRANT;Oui;M;réalisé par Georges Rouquier
1985;Meilleur Court Métrage Documentaire;HOMMAGE À DÜRER;Non;M;réalisé par Gérard Samson
1988;Meilleur Court Métrage Documentaire;POUR UNE POIGNÉE DE KURUS;Non;M;réalisé par Gilbert Augerau, Christian Raimbaud
1978;Meilleur Court Métrage Documentaire;LA LOTERIE DE LA VIE;Non;M;réalisé par Guy Gilles
1979;Meilleur Court Métrage Documentaire;L'ARBRE VIEUX;Oui;M;réalisé par Henri Moline
1983;Meilleur Court Métrage Documentaire;SCULPTURES SONORES;Non;M;réalisé par Jacques Barsac
1986;Meilleur Court Métrage Documentaire;LA BOUCANE;Non;M;réalisé par Jean Gaumy
1978;Meilleur Court Métrage Documentaire;BENCHAVIS;Non;M;réalisé par Jean-Daniel Simon
1987;Meilleure Actrice;Béatrice Dalle;Non;F;37°2, LE MATIN
1979;Meilleur Court Métrage Documentaire;CHAOTILOP;Non;M;réalisé par Jean-Louis Gros
1977;Meilleur Court Métrage Documentaire;LES MURS D'UNE RÉVOLUTION;Non;M;réalisé par Jean-Paul Dekiss
1984;Meilleur Court Métrage Documentaire;LA VIE AU BOUT DES DOIGTS;Non;M;réalisé par Jean-Pierre Janssen
1980;Meilleur Court Métrage Documentaire;GEORGES DEMENŸ;Non;M;réalisé par Jöel Farges
1983;Meilleur Court Métrage Documentaire;LOS MONTES;Non;M;réalisé par José Martin Sarmiento
1981;Meilleur Court Métrage Documentaire;ABEL GANCE, UNE MÉMOIRE DE L'AVENIR;Non;M;réalisé par Laurent Drancourt, Thierry Filliard
1977;Meilleur Court Métrage Documentaire;L'ÉRUPTION DE LA MONTAGNE PELÉE;Non;M;réalisé par Manuel Otero
1977;Meilleur Court Métrage Documentaire;UNE HISTOIRE DE BALLON - LYCÉE N° 31 - PÉKIN;Oui;Mixte;réalisé par Marceline Loridan-Ivens, Joris Ivens
2009;Meilleur Acteur dans un Second Rôle;Benjamin Biolay;Non;M;STELLA
1981;Meilleur Court Métrage Documentaire;INSOMNIES;Non;M;réalisé par Peter Schamoni
1980;Meilleur Court Métrage Documentaire;PANOPLIE;Non;M;réalisé par Philippe Gaucherand
1984;Meilleur Court Métrage Documentaire;JE SAIS QUE J'AI TORT, MAIS DEMANDEZ À MES COPAINS, ILS VOUS DIRONT LA MÊME CHOSE;Non;M;réalisé par Pierre Levy
1986;Meilleur Court Métrage Documentaire;UN PETIT PRINCE;Non;M;réalisé par Radovan Tadic
1980;Meilleur Court Métrage Documentaire;LE SCULPTEUR PARFAIT;Non;M;réalisé par Rafi Toumayan
2016;Meilleur Acteur dans un Second Rôle;Benoît Magimel;Oui;M;LA TÊTE HAUTE
2013;Meilleur Acteur dans un Second Rôle;Benoît Magimel;Non;M;CLOCLO
1978;Meilleur Court Métrage Documentaire;SAMARA;Non;M;réalisé par Rafi Toumayan
2006;Meilleur Acteur;Benoit Poelvoorde;Non;M;ENTRE SES MAINS
2005;Meilleur Acteur;Benoit Poelvoorde;Non;M;PODIUM
2010;Meilleur Acteur dans un Second Rôle;Benoit Poelvoorde;Non;M;COCO AVANT CHANEL
1985;Meilleur Court Métrage Documentaire;L'ÉCUELLE ET L'ASSIETTE;Non;M;réalisé par Raoul Rossi
1986;Meilleur Court Métrage Documentaire;NEW YORK N.Y.;Oui;M;réalisé par Raymond Depardon
1982;Meilleur Court Métrage Documentaire;REPORTERS;Oui;M;réalisé par Raymond Depardon
2012;Meilleure Actrice;Bérénice Bejo;Oui;F;THE ARTIST
2014;Meilleure Actrice;Bérénice Bejo;Non;F;LE PASSÉ
1986;Meilleure Actrice dans un Second Rôle;Bernadette Lafont;Oui;F;L'EFFRONTÉE
2007;Meilleure Actrice dans un Second Rôle;Bernadette Lafont;Non;F;PRÊTE-MOI TA MAIN
1988;Meilleure Actrice dans un Second Rôle;Bernadette Lafont;Non;F;MASQUES
1979;Meilleur Court Métrage Documentaire;TIBESTI TOO;Non;M;réalisé par Raymond Depardon
1982;Meilleur Court Métrage Documentaire;SOLANGE GIRAUD NÉE TACHE;Non;F;réalisé par Simone Bitton
1982;Meilleur Court Métrage Documentaire;CI-GISENT;Non;F;réalisé par Valérie Moncorge
1989;Meilleur Court Métrage Documentaire;CLASSIFIED PEOPLE;Non;F;réalisé par Yolande Zauberman
2010;Meilleur Espoir Féminin;Soko;Non;F;À L'ORIGINE
2012;Meilleur Espoir Féminin;Clotilde Hesme;Oui;F;ANGÈLE ET TONY
1980;Meilleur Acteur dans un Second Rôle;Bernard Blier;Non;M;SÉRIE NOIRE
2003;Meilleur Acteur;Bernard Campan;Non;M;SE SOUVENIR DES BELLES CHOSES
2013;Meilleur Espoir Féminin;Alice de Lencquesaing;Non;F;AU GALOP
2007;Meilleur Espoir Féminin;Aïssa Maïga;Non;F;BAMAKO
2015;Meilleur Espoir Féminin;Karidja Touré;Non;F;BANDE DE FILLES
2011;Meilleur Espoir Féminin;Léa Seydoux;Non;F;BELLE ÉPINE
2005;Meilleur Espoir Féminin;Lola Naymark;Non;F;BRODEUSES
2013;Meilleur Espoir Féminin;India Hair;Non;F;CAMILLE REDOUBLE
1999;Meilleur Acteur dans un Second Rôle;Bernard Fresson;Non;M;PLACE VENDÔME
1984;Meilleur Acteur dans un Second Rôle;Bernard Fresson;Non;M;GARÇON !
2001;Meilleur Acteur;Bernard Giraudeau;Non;M;UNE AFFAIRE DE GOÛT
1995;Meilleur Acteur dans un Second Rôle;Bernard Giraudeau;Non;M;LE FILS PRÉFÉRÉ
1980;Meilleur Acteur dans un Second Rôle;Bernard Giraudeau;Non;M;LE TOUBIB
1997;Meilleur Acteur dans un Second Rôle;Bernard Giraudeau, Jean Rochefort;Non;M;RIDICULE
2013;Meilleur Espoir Féminin;Julia Faure, India Hair;Non;F;CAMILLE REDOUBLE
2003;Meilleur Acteur dans un Second Rôle;Bernard Le Coq;Oui;M;SE SOUVENIR DES BELLES CHOSES
2012;Meilleur Acteur dans un Second Rôle;Bernard Le Coq;Non;M;LA CONQUÊTE
1992;Meilleur Acteur dans un Second Rôle;Bernard Le Coq, Gérard Séty;Non;M;VAN GOGH
2005;Meilleur Espoir Féminin;Marilou Berry;Non;F;COMME UNE IMAGE
2016;Meilleur Espoir Féminin;Camille Cottin;Non;F;CONNASSE, PRINCESSE DES COEURS
2011;Meilleur Espoir Féminin;Anaïs Demoustier;Non;F;D'AMOUR ET D'EAU FRAÎCHE
2006;Meilleur Espoir Féminin;Linh-Dan Pham;Oui;F;DE BATTRE MON COEUR S'EST ARRÊTÉ
2017;Meilleur Espoir Féminin;Oulaya Amamra;Oui;F;DIVINES
2016;Meilleur Espoir Féminin;Zita Hanrot;Oui;F;FATIMA
2015;Meilleur Espoir Féminin;Ariane Labed;Non;F;FIDELIO, L'ODYSSÉE D'ALICE
2017;Meilleur Espoir Féminin;Paula Beer;Non;F;FRANTZ
2006;Meilleur Espoir Féminin;Mélanie Doutey;Non;F;IL NE FAUT JURER DE RIEN !
1985;Meilleur Acteur dans un Second Rôle;Bernard-Pierre Donnadieu;Non;M;RUE BARBARE
2014;Meilleur Espoir Féminin;Lou de Laâge;Non;F;JAPPELOUP
2010;Meilleur Espoir Féminin;Florence Loiret Caille;Non;F;JE L'AIMAIS
2007;Meilleur Espoir Féminin;Mélanie Laurent;Oui;F;JE VAIS BIEN, NE T'EN FAIS PAS
2014;Meilleur Espoir Féminin;Marine Vacth;Non;F;JEUNE & JOLIE
2012;Meilleur Espoir Féminin;Adèle Haenel, Céline Sallette;Non;F;L'APOLLONIDE, SOUVENIRS DE LA MAISON CLOSE
2012;Meilleur Espoir Féminin;Céline Sallette;Non;F;L'APOLLONIDE, SOUVENIRS DE LA MAISON CLOSE
2006;Meilleur Espoir Féminin;Déborah François;Non;F;L'ENFANT
2005;Meilleur Espoir Féminin;Sabrina Ouazani;Non;F;L'ESQUIVE
2005;Meilleur Espoir Féminin;Sara Forestier;Oui;F;L'ESQUIVE
2009;Meilleur Espoir Féminin;Léa Seydoux;Non;F;LA BELLE PERSONNE
2012;Meilleur Espoir Féminin;Christa Théret;Non;F;LA BRINDILLE
2017;Meilleur Espoir Féminin;Lily-Rose Depp;Non;F;LA DANSEUSE
2015;Meilleur Espoir Féminin;Louane Emera;Oui;F;LA FAMILLE BÉLIER
2009;Meilleur Espoir Féminin;Louise Bourgoin;Non;F;LA FILLE DE MONACO
2008;Meilleur Espoir Féminin;Hafsia Herzi;Oui;F;LA GRAINE ET LE MULET
2006;Meilleur Espoir Féminin;Fanny Valette;Non;F;LA PETITE JÉRUSALEM
2014;Meilleur Espoir Féminin;Pauline Etienne;Non;F;LA RELIGIEUSE
2016;Meilleur Espoir Féminin;Diane Rouxel;Non;F;LA TÊTE HAUTE
2007;Meilleur Espoir Féminin;Déborah François;Non;F;LA TOURNEUSE DE PAGES
2007;Meilleur Espoir Féminin;Marina Hands;Non;F;LADY CHATTERLEY
2017;Meilleur Espoir Féminin;Noémie Merlant;Non;F;LE CIEL ATTENDRA
2010;Meilleur Espoir Féminin;Mélanie Thierry;Oui;F;LE DERNIER POUR LA ROUTE
2009;Meilleur Espoir Féminin;Déborah François;Oui;F;LE PREMIER JOUR DU RESTE DE TA VIE
2006;Meilleur Espoir Féminin;Marina Hands;Non;F;LES ÂMES GRISES
2016;Meilleur Espoir Féminin;Sara Giraudeau;Non;F;LES BÊTISES
2008;Meilleur Espoir Féminin;Clotilde Hesme;Non;F;LES CHANSONS D'AMOUR
2009;Meilleur Espoir Féminin;Anaïs Demoustier;Non;F;LES GRANDES PERSONNES
2010;Meilleur Espoir Féminin;Christa Théret;Non;F;LOL (LAUGHING OUT LOUD)
2017;Meilleur Espoir Féminin;Raph;Non;F;MA LOUTE
2013;Meilleur Espoir Féminin;Izïa Higelin;Oui;F;MAUVAISE FILLE
2013;Meilleur Espoir Féminin;Lola Dewaere;Non;F;MINCE ALORS !
2008;Meilleur Espoir Féminin;Adèle Haenel;Non;F;NAISSANCE DES PIEUVRES
2008;Meilleur Espoir Féminin;Louise Blachère;Non;F;NAISSANCE DES PIEUVRES
2007;Meilleur Espoir Féminin;Maïwenn;Non;F;PARDONNEZ-MOI
2012;Meilleur Espoir Féminin;Naidra Ayadi;Oui;F;POLISSE
2010;Meilleur Espoir Féminin;Pauline Etienne;Non;F;QU'UN SEUL TIENNE ET LES AUTRES SUIVRONT
2015;Meilleur Espoir Féminin;Joséphine Japy;Non;F;RESPIRE
2015;Meilleur Espoir Féminin;Lou de Laâge, Joséphine Japy;Non;F;RESPIRE
2005;Meilleur Espoir Féminin;Magali Woch;Non;F;ROIS ET REINE
2008;Meilleur Espoir Féminin;Audrey Dana;Non;F;ROMAN DE GARE
2014;Meilleur Espoir Féminin;Golshifteh Farahani;Non;F;SYNGUÉ SABOUR - PIERRE DE PATIENCE
2011;Meilleur Espoir Féminin;Audrey Lamy;Non;F;TOUT CE QUI BRILLE
2011;Meilleur Espoir Féminin;Leïla Bekhti;Oui;F;TOUT CE QUI BRILLE
2016;Meilleur Espoir Féminin;Lou Roy-Lecollinet;Non;F;TROIS SOUVENIRS DE MA JEUNESSE
2011;Meilleur Espoir Féminin;Yahima Torrès;Non;F;VÉNUS NOIRE
2009;Meilleur Espoir Féminin;Marilou Berry;Non;F;VILAINE
2007;Meilleur Espoir Masculin;Georges Babluani;Non;M;13 TZAMETI
2008;Meilleur Espoir Masculin;Jocelyn Quivrin;Non;M;99 F
1993;Meilleure Actrice dans un Second Rôle;Brigitte Catillon;Non;F;UN COEUR EN HIVER
1978;Meilleure Actrice;Brigitte Fossey;Non;F;LES ENFANTS DU PLACARD
1977;Meilleure Actrice dans un Second Rôle;Brigitte Fossey;Non;F;LE BON ET LES MÉCHANTS
2016;Meilleur Espoir Masculin;Félix Moati;Non;M;À TROIS ON Y VA
2009;Meilleur Espoir Masculin;Ralph Amoussou;Non;M;AIDE-TOI, LE CIEL T'AIDERA
2012;Meilleur Espoir Masculin;Grégory Gadebois;Oui;M;ANGÈLE ET TONY
2011;Meilleur Espoir Masculin;Arthur Dupont;Non;M;BUS PALLADIUM
2006;Meilleur Espoir Masculin;Walid Afkir;Non;M;CACHÉ
2011;Meilleur Espoir Masculin;Edgar Ramirez;Oui;M;CARLOS, LE FILM
2013;Meilleur Espoir Masculin;Pierre Niney;Non;M;COMME DES FRÈRES
2011;Meilleur Espoir Masculin;Pio Marmaï;Non;M;D'AMOUR ET D'EAU FRAÎCHE
2013;Meilleur Espoir Masculin;Ernst Umhauer;Non;M;DANS LA MAISON
2013;Meilleur Espoir Masculin;Matthias Schoenaerts;Oui;M;DE ROUILLE ET D'OS
2007;Meilleur Espoir Masculin;James Thierrée;Non;M;DÉSACCORD PARFAIT
2017;Meilleur Espoir Masculin;Niels Schneider;Oui;M;DIAMANT NOIR
2015;Meilleur Espoir Masculin;Kirill Emelyanov;Non;M;EASTERN BOYS
2017;Meilleur Espoir Masculin;Jonas Bloquet;Non;M;ELLE
2014;Meilleur Espoir Masculin;Nemo Schiffman;Non;M;ELLE S'EN VA
2008;Meilleur Espoir Masculin;Laurent Stocker;Oui;M;ENSEMBLE, C'EST TOUT
2012;Meilleur Espoir Masculin;Pierre Niney;Non;M;J'AIME REGARDER LES FILLES
2010;Meilleur Espoir Masculin;Vincent Rottiers;Non;M;JE SUIS HEUREUX QUE MA MÈRE SOIT VIVANTE
2012;Meilleur Espoir Masculin;Guillaume Gouix;Non;M;JIMMY RIVIÈRE
2007;Meilleur Espoir Masculin;Arié Elmaleh;Non;M;L'ÉCOLE POUR TOUS
2013;Meilleur Espoir Masculin;Kacey Mottet Klein;Non;M;L'ENFANT D'EN HAUT
2005;Meilleur Espoir Masculin;Osman Elkharraz;Non;M;L'ESQUIVE
2014;Meilleur Espoir Masculin;Pierre Deladonchamps;Oui;M;L'INCONNU DU LAC
2009;Meilleur Espoir Masculin;Grégoire Leprince-Ringuet;Non;M;LA BELLE PERSONNE
2007;Meilleur Espoir Masculin;Rasha Bukvic;Non;M;LA CALIFORNIE
2014;Meilleur Espoir Masculin;Vincent Macaigne;Non;M;LA FILLE DU 14 JUILLET
2011;Meilleur Espoir Masculin;Grégoire Leprince-Ringuet;Non;M;LA PRINCESSE DE MONTPENSIER
2011;Meilleur Espoir Masculin;Raphaël Personnaz;Non;M;LA PRINCESSE DE MONTPENSIER
2016;Meilleur Espoir Masculin;Rod Paradot;Oui;M;LA TÊTE HAUTE
2008;Meilleur Espoir Masculin;Nicolas Cazalé;Non;M;LE FILS DE L'ÉPICIER
2007;Meilleur Espoir Masculin;Vincent Rottiers;Non;M;LE PASSAGER
2004;Meilleur Acteur;Bruno Todeschini;Non;M;SON FRÈRE
2008;Meilleure Actrice dans un Second Rôle;Bulle Ogier;Non;F;FAUT QUE ÇA DANSE !
2000;Meilleure Actrice dans un Second Rôle;Bulle Ogier;Non;F;VÉNUS BEAUTÉ (INSTITUT)
2009;Meilleur Espoir Masculin;Marc-André Grondin;Oui;M;LE PREMIER JOUR DU RESTE DE TA VIE
2009;Meilleur Espoir Masculin;Pio Marmaï;Non;M;LE PREMIER JOUR DU RESTE DE TA VIE
2006;Meilleur Espoir Masculin;Louis Garrel;Oui;M;LES AMANTS RÉGULIERS
2007;Meilleur Espoir Masculin;Malik Zidi;Oui;M;LES AMITIÉS MALÉFIQUES
2016;Meilleur Espoir Masculin;Swann Arlaud;Non;M;LES ANARCHISTES
2010;Meilleur Espoir Masculin;Vincent Lacoste;Non;M;LES BEAUX GOSSES
2008;Meilleur Espoir Masculin;Grégoire Leprince-Ringuet;Non;M;LES CHANSONS D'AMOUR
2015;Meilleur Espoir Masculin;Kévin Azaïs;Oui;M;LES COMBATTANTS
2016;Meilleur Espoir Masculin;Finnegan Oldfield;Non;M;LES COWBOYS
2005;Meilleur Espoir Masculin;Damien Jouillerot;Non;M;LES FAUTES D'ORTHOGRAPHE
2015;Meilleur Espoir Masculin;Ahmed Dramé;Non;M;LES HÉRITIERS
2012;Meilleur Espoir Masculin;Dimitri Storoge;Non;M;LES LYONNAIS
2014;Meilleur Espoir Masculin;Paul Bartel;Non;M;LES PETITS PRINCES
2008;Meilleur Espoir Masculin;Johan Libéreau;Non;M;LES TÉMOINS
2005;Meilleur Espoir Masculin;Malik Zidi;Non;M;LES TEMPS QUI CHANGENT
2006;Meilleur Espoir Masculin;Gilles Lellouche;Non;M;MA VIE EN L'AIR
2015;Meilleur Espoir Masculin;Marc Zinga;Non;M;QU'ALLAH BÉNISSE LA FRANCE
2017;Meilleur Espoir Masculin;Corentin Fila, Kacey Mottet Klein;Non;M;QUAND ON A 17 ANS
2017;Meilleur Espoir Masculin;Kacey Mottet Klein;Non;M;QUAND ON A 17 ANS
2017;Meilleur Espoir Masculin;Damien Bonnard;Non;M;RESTER VERTICAL
2006;Meilleur Espoir Masculin;Aymen Saïdi;Non;M;SAINT-JACQUES...LA MECQUE
2014;Meilleur Espoir Masculin;Paul Hamy;Non;M;SUZANNE
2013;Meilleur Espoir Masculin;Félix Moati;Non;M;TÉLÉ GAUCHO
2016;Meilleur Espoir Masculin;Quentin Dolmaire;Non;M;TROIS SOUVENIRS DE MA JEUNESSE
2012;Meilleur Espoir Masculin;Nicolas Bridet;Non;M;TU SERAS MON FILS
2012;Meilleure Actrice dans un Second Rôle;Carmen Maura;Oui;F;LES FEMMES DU 6E ÉTAGE
1996;Meilleure Actrice dans un Second Rôle;Carmen Maura;Non;F;LE BONHEUR EST DANS LE PRÉ
2015;Meilleur Espoir Masculin;Pierre Rochefort;Non;M;UN BEAU DIMANCHE
2009;Meilleur Espoir Masculin;Laurent Capelluto;Non;M;UN CONTE DE NOËL
1990;Meilleure Actrice;Carole Bouquet;Oui;F;TROP BELLE POUR TOI
1985;Meilleure Actrice dans un Second Rôle;Carole Bouquet;Non;F;RIVE DROITE, RIVE GAUCHE
1993;Meilleure Actrice;Caroline Cellier;Non;F;LE ZÈBRE
1985;Meilleure Actrice dans un Second Rôle;Caroline Cellier;Oui;F;L'ANNÉE DES MÉDUSES
2005;Meilleur Espoir Masculin;Gaspard Ulliel;Oui;M;UN LONG DIMANCHE DE FIANÇAILLES
2010;Meilleur Espoir Masculin;Adel Bencherif;Non;M;UN PROPHÈTE
2010;Meilleur Espoir Masculin;Tahar Rahim;Oui;M;UN PROPHÈTE
2005;Meilleur Espoir Masculin;Jérémie Renier;Non;M;VIOLENCE DES ÉCHANGES EN MILIEU TEMPÉRÉ
2010;Meilleur Espoir Masculin;Firat Ayverdi;Non;M;WELCOME
2006;Meilleur Espoir Masculin;Adrien Jolivet;Non;M;ZIM AND CO.
2014;Meilleur Film;LA VIE D'ADÈLE CHAPITRES 1 & 2;Non;M;produit par Abdellatif Kechiche, Vincent Maraval, Brahim Chioua, réalisé par Abdellatif Kechiche
2015;Meilleur Film;HIPPOCRATE;Non;M;produit par Agnès Vallée, Emmanuel Barraux, réalisé par Thomas Lilti
2007;Meilleur Film;NE LE DIS À PERSONNE;Non;M;produit par Alain Attal, réalisé par Guillaume Canet
2016;Meilleur Film;MON ROI;Non;F;produit par Alain Attal, réalisé par Maïwenn
1993;Meilleure Actrice;Catherine Deneuve;Oui;F;INDOCHINE
1981;Meilleure Actrice;Catherine Deneuve;Oui;F;LE DERNIER MÉTRO
2016;Meilleure Actrice;Catherine Deneuve;Non;F;LA TÊTE HAUTE
2015;Meilleure Actrice;Catherine Deneuve;Non;F;DANS LA COUR
2014;Meilleure Actrice;Catherine Deneuve;Non;F;ELLE S'EN VA
2011;Meilleure Actrice;Catherine Deneuve;Non;F;POTICHE
1999;Meilleure Actrice;Catherine Deneuve;Non;F;PLACE VENDÔME
1997;Meilleure Actrice;Catherine Deneuve;Non;F;LES VOLEURS
1994;Meilleure Actrice;Catherine Deneuve;Non;F;MA SAISON PRÉFÉRÉE
1989;Meilleure Actrice;Catherine Deneuve;Non;F;DRÔLE D'ENDROIT POUR UNE RENCONTRE
1988;Meilleure Actrice;Catherine Deneuve;Non;F;AGENT TROUBLE
1982;Meilleure Actrice;Catherine Deneuve;Non;F;HÔTEL DES AMÉRIQUES
1976;Meilleure Actrice;Catherine Deneuve;Non;F;LE SAUVAGE
2006;Meilleure Actrice dans un Second Rôle;Catherine Deneuve;Non;F;PALAIS ROYAL !
2016;Meilleure Actrice;Catherine Frot;Oui;F;MARGUERITE
2013;Meilleure Actrice;Catherine Frot;Non;F;LES SAVEURS DU PALAIS
2009;Meilleure Actrice;Catherine Frot;Non;F;LE CRIME EST NOTRE AFFAIRE
2008;Meilleure Actrice;Catherine Frot;Non;F;ODETTE TOULEMONDE
2007;Meilleure Actrice;Catherine Frot;Non;F;LA TOURNEUSE DE PAGES
2002;Meilleure Actrice;Catherine Frot;Non;F;CHAOS
2000;Meilleure Actrice;Catherine Frot;Non;F;LA DILETTANTE
1997;Meilleure Actrice dans un Second Rôle;Catherine Frot;Oui;F;UN AIR DE FAMILLE
1999;Meilleure Actrice dans un Second Rôle;Catherine Frot;Non;F;LE DÎNER DE CONS
1986;Meilleure Actrice dans un Second Rôle;Catherine Frot;Non;F;ESCALIER C
2012;Meilleur Film;POLISSE;Non;F;produit par Alain Attal, réalisé par Maïwenn
1995;Meilleure Actrice dans un Second Rôle;Catherine Jacob;Non;F;NEUF MOIS
1992;Meilleure Actrice dans un Second Rôle;Catherine Jacob;Non;F;MERCI LA VIE
1991;Meilleure Actrice dans un Second Rôle;Catherine Jacob;Non;F;TATIE DANIELLE
2017;Meilleur Film;MAL DE PIERRES;Non;F;produit par Alain Attal, réalisé par Nicole Garcia
2010;Meilleur Film;LE CONCERT;Non;M;produit par Alain Attal, réalisé par Radu Mihaileanu
2008;Meilleur Film;LA MÔME;Non;M;produit par Alain Goldman, réalisé par Olivier Dahan
2014;Meilleur Film;LE PASSÉ;Non;M;produit par Alexandre Mallet-Guy, réalisé par Asghar Farhadi
2010;Meilleur Film;LA JOURNÉE DE LA JUPE;Non;M;produit par Bénédicte Lesage, Ariel Askénazi, réalisé par Jean-Paul Lilienfeld
2009;Meilleur Film;PARIS;Non;M;produit par Bruno Levy, réalisé par Cédric Klapisch
2011;Meilleur Film;LE NOM DES GENS;Non;M;produit par Caroline Adrian, Antoine Rein, Fabrice Goldstein, réalisé par Michel Leclerc
2009;Meilleur Film;ENTRE LES MURS;Non;M;produit par Caroline Benjo, Carole Scotta, réalisé par Laurent Cantet
2014;Meilleur Film;9 MOIS FERME;Non;M;produit par Catherine Bozorgan, réalisé par Albert Dupontel
2016;Meilleur Film;MUSTANG;Non;F;produit par Charles Gillibert, réalisé par Deniz Gamze Ergüven
2015;Meilleur Film;SILS MARIA;Non;M;produit par Charles Gillibert, réalisé par Olivier Assayas
2000;Meilleure Actrice dans un Second Rôle;Catherine Mouchet;Non;F;MA PETITE ENTREPRISE
2010;Meilleur Film;WELCOME;Non;M;produit par Christophe Rossignon, Philip Boëffard, réalisé par Philippe Lioret
2016;Meilleur Film;LA LOI DU MARCHÉ;Non;M;produit par Christophe Rossignon, Philip Boëffard, réalisé par Stéphane Brizé
2007;Meilleur Film;JE VAIS BIEN, NE T'EN FAIS PAS;Non;M;produit par Christophe Rossignon, réalisé par Philippe Lioret
2008;Meilleur Film;LA GRAINE ET LE MULET;Oui;M;produit par Claude Berri, réalisé par Abdellatif Kechiche
2012;Meilleur Film;L'EXERCICE DE L'ETAT;Non;M;produit par Denis Freyd, réalisé par Pierre Schoeller
